City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
638,Sao Felix Do Xingu,BR,79.84,few clouds,-6.6447,-51.995,Rio Xingu Camping
640,Colon,PA,82.45,overcast clouds,9.3592,-79.9014,Sand Diamond Hotel
642,Villa Del Rosario,CO,80.98,scattered clouds,7.8339,-72.4742,Hotel Villas de San Diego
643,Vanimo,PG,81.48,broken clouds,-2.6741,141.3028,Vahmoneh Lodge Vanimo
645,Alofi,NU,74.28,light rain,-19.0595,-169.9187,Taloa Heights
648,Punta Cardon,VE,83.61,overcast clouds,11.6581,-70.215,Bambuda hotel
649,Pombia,IT,70.25,clear sky,45.653,8.6336,Albergo Fontana
650,Tigzirt,DZ,81.99,overcast clouds,36.8886,4.1198,Bloc D tazoumbirt (amar)
651,Aden,YE,85.15,broken clouds,12.7794,45.0367,Sama Emirate Hotel
653,Dubai,AE,89.53,haze,25.2582,55.3047,"Radisson Blu Hotel, Dubai Deira Creek"
654,Marsaxlokk,MT,80.08,clear sky,35.8419,14.5431,Water's Edge
655,Saveh,IR,80.22,clear sky,35.0213,50.3566,Sadra
656,Ilheus,BR,69.53,overcast clouds,-14.7889,-39.0494,Barravento Hotel
657,Suluq,LY,78.75,clear sky,31.6682,20.2521,ورشة الحضيري لاكترونات وخدمات النت
662,Ananindeua,BR,78.71,scattered clouds,-1.3656,-48.3722,Casa de Retiro Preciosinas
664,Ambulu,ID,73.44,clear sky,-8.345,113.6058,Hotel Ambulu Jember
666,Saint-Georges,GD,81.46,scattered clouds,12.0564,-61.7485,Radisson Grenada Beach Resort
670,Benton Harbor,US,83.16,clear sky,42.1167,-86.4542,The Boulevard Inn & Bistro
671,Tutoia,BR,78.51,few clouds,-2.7619,-42.2744,Pousada Guará's
672,Tahta,EG,84.79,clear sky,26.7693,31.5021,فندق الزيات
673,Port Shepstone,ZA,71.4,few clouds,-30.7414,30.455,My Den Beachfront Bed and Breakfast | Self-Catering
676,Abnub,EG,83.98,clear sky,27.2696,31.1511,دوار ال عبد الجواد شرق البلد بابنوب
677,Pochutla,MX,76.82,overcast clouds,15.7432,-96.4661,Hotel Posada San Jose
678,Cranbrook,CA,87.64,smoke,49.4999,-115.7688,Almo Court Motel
679,Grand Gaube,MU,68.4,clear sky,-20.0064,57.6608,Veranda Paul et Virginie Hotel & Spa
687,Zaraza,VE,75.2,broken clouds,9.3503,-65.3245,Hotel Zaraza
688,Honiara,SB,84.2,few clouds,-9.4333,159.95,Heritage Park Hotel
691,La Crosse,US,84.9,clear sky,43.8014,-91.2396,Holiday Inn & Suites La Crosse - Downtown
693,Virar,IN,80.69,clear sky,19.4667,72.8,Jivdani Kripa
695,Naifaru,MV,79.48,few clouds,5.4444,73.3657,Naifaru Residence Guest House
696,Nouakchott,MR,80.53,broken clouds,18.0858,-15.9785,HOTEL IMAN
698,Tarquinia,IT,73.58,broken clouds,42.2482,11.7553,Hotel Villa Tirreno
701,Ahtopol,BG,72.25,light rain,42.1,27.95,Agata Beach Hotel
702,San Patricio,US,89.55,overcast clouds,28.017,-97.5169,"Motel 6 Sinton, TX"
703,Gladstone,AU,71.78,overcast clouds,-23.85,151.25,Highpoint International Hotel
